Filename,Category,Summary
resume_28.txt,Education,প্রার্থী ২০১৫ থেকে ২০১৯ পর্যন্ত চট্টগ্রাম প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয় থেকে সিভিল ইঞ্জিনিয়ারিং-এ বি.এসসি. সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৫৫ অর্জন করেছেন।
resume_28.txt,Skill,"ডাটা প্রোগ্রামিং ভাষায় পাইথন (নামপাই, সাইপাই), সি++ ও ফোরট্রান ব্যবহার করে কম্পিউটেশনাল মেকানিক্সে দক্ষতা রয়েছে, পাশাপাশি ফিনাইট এলিমেন্ট অ্যানালাইসিস এবং নিউমেরিক্যাল মেথডস ব্যবহার করে সিমুলেশন করতে পারদর্শী। ETABS, STAAD.Pro, SAP2000 সহ ওপেনসোর্স FEA লাইব্রেরি ব্যবহার করে ডেটা ভিজুয়ালাইজেশন করতে সক্ষম।"
resume_29.txt,Objective,"ডাটা সার্ভিস ম্যানেজার হিসেবে কাজ করে সেবা মান উন্নত, গ্রাহক সন্তুষ্টি বৃদ্ধি এবং টিম ম্যানেজমেন্টের মাধ্যমে প্রতিষ্ঠানের লক্ষ্য অর্জনে অবদান রাখতে চাই।"
resume_29.txt,Experience,"প্রার্থী কুইক সেবা লিমিটেডে কাস্টমার সার্ভিস ম্যানেজার হিসেবে কাজ করছেন, যেখানে তিনি ২০ সদস্যের কাস্টমার সার্ভিস টিমের রিক্রুটমেন্ট, ট্রেনিং এবং পারফরম্যান্স ম্যানেজমেন্টের দায়িত্ব পালন করেছেন। পূর্বে কুইক সেবা লিমিটেডের মাধ্যমে ২০ সদস্যের গ্রাহক সার্ভিস টিম নিয়োগ, প্রশিক্ষণ ও পারফরম্যান্স ব্যবস্থাপনা পরিচালনা করেছেন।"
resume_29.txt,Education,প্রার্থী ২০১৫ থেকে ২০১৭ পর্যন্ত জাতীয় বিশ্ববিদ্যালয় থেকে মার্কেটিং-এ বি.বি.এ সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৪০ অর্জন করেছেন।
resume_29.txt,Skill,"প্রার্থী টিম লিডারশিপ ও ম্যানেজমেন্টে দক্ষ, পাশাপাশি কাস্টমার রিলেশনশিপ ম্যানেজমেন্ট (CRM) এবং পারফরম্যান্স মেট্রিক্স বিশ্লেষণে পারদর্শী। তিনি কনফ্লিক্ট সমাধান বিশ্লেষণের মাধ্যমে জটিল সমস্যার সমাধান করতে সক্ষম।"
resume_3.txt,Objective,প্রার্থী জুনিয়র সফ্টওয়্যার ডেভেলপার হিসেবে ক্যারিয়ার শুরু করতে ইচ্ছুক। প্রোগ্রামিং জ্ঞান ও সমস্যা সমাধানের দক্ষতা ব্যবহার করে শিখতে ও বৃদ্ধি করতে চাই।
resume_3.txt,Experience,ডাটা সেন্টার লিমিটেডে সফ্টওয়্যার ডেভেলপমেন্ট ইন্টার্ন হিসেবে জুন ২০২১ থেকে আগস্ট ২০২১ পর্যন্ত কোম্পানির ইন্টার্নাল ম্যানেজমেন্ট সিস্টেমের UI কম্পোনেন্ট React.js ব্যবহার করে ডেভেলপ করা হয়েছে।
resume_3.txt,Education,প্রার্থী ২০১৮ থেকে ২০২২ পর্যন্ত শাহজালাল বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয় থেকে কম্পিউটার সায়েন্স ও ইঞ্জিনিয়ারিং-এ বি.এসসি. সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৫০ অর্জন করেছেন।
resume_3.txt,Skill,"ডাটা প্রোগ্রামিং ভাষায় পাইথন, জাভা, সি এবং জাভাস্ক্রিপ্ট ব্যবহার করে ওয়েব টেকনোলজিতে দক্ষতা রয়েছে, পাশাপাশি HTML, CSS, React.js, Node.jss এবং MySQL ডাটাবেজে কাজ করতে পারদর্শী। এছাড়া Git, VS Code ও Android Studio ডেটাবেস পরিচালনার অভিজ্ঞতা রয়েছে।"
resume_30.txt,Objective,প্রার্থী মেডিকেল ইকুইপমেন্টে এমবেডেড সফটওয়্যার ও ডেটা অ্যাকুইজিশন সিস্টেম তৈরি করতে ইচ্ছুক। স্বাস্থ্যসেবা প্রযুক্তি উন্নয়নে গুরুত্বপূর্ণ ভূমিকা পালন করতে চান।
resume_30.txt,Experience,"প্রার্থী সফটওয়্যার ইঞ্জিনিয়ার (এমবেডেড সিস্টেম) হিসেবে মেডিকেয়ার হসপিটাল এন্ড ডায়াগনস্টিক সেন্টারে সফটওয়্যার ইঞ্জিনিয়ার হিসেবে মাইক্রোকন্ট্রোলার (STM32, Arduino) ভিত্তিক এমবেডেড সফটওয়্যার তৈরি করেছেন। ভেন্টিলেটর ও ইসিজি মেশিনের সেন্সর ডেটা প্রসেসিং ও কন্ট্রোলে দক্ষ।"
resume_30.txt,Education,প্রার্থী ২০১৫ থেকে ২০১৯ পর্যন্ত খুলনা বিশ্ববিদ্যালয় থেকে বায়োমেডিকাল ইঞ্জিনিয়ারিং-এ বি.এসসি. সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৪৮ অর্জন করেছেন।
resume_30.txt,Skill,"প্রার্থী সি, সি++ ও এমবেডেড সিস্টেম প্রোগ্রামিংয়ে দক্ষ এবং STM32, Arduino ও ESP32 মাইক্রোকন্ট্রোলার ব্যবহার করে সিগন্যাল প্রসেসিং, ম্যাটল্যাব ও পাইথন (SciPy, NumPy) দিয়ে সিগন্যাল প্রসেসিং করতে পারদর্শী। এছাড়া UART, I2C, Modbus, MQTT এবং ওয়াই-ফাই প্রোটোকলের মাধ্যমে যোগাযোগ পরিচালনা করতে সক্ষম।"
resume_31.txt,Objective,প্রার্থী কন্টেন্ট পারফরম্যান্স ও অডিয়েন্স ইনসাইট বিশ্লেষণের মাধ্যমে ডেটা-চালিত সোশ্যাল মিডিয়া কৌশল তৈরি করতে ইচ্ছুক। এই লক্ষ্য অর্জনের মাধ্যমে সংস্থার সাফল্যে অবদান রাখতে চান।
resume_31.txt,Experience,প্রার্থী ডিজিটাল ব্রেইন লিমিটেডে সোশ্যাল মিডিয়া ডেটা অ্যানালিস্ট হিসেবে কাজ করছেন। এক্সেল ও গুগল শিটস ব্যবহার করে সোশ্যাল মিডিয়া ক্যাম্পেইনের ডেটা ট্র্যাক ও বিশ্লেষণ করেছেন।
resume_31.txt,Education,প্রার্থী ২০১৬ থেকে ২০২০ পর্যন্ত ইডেন মহিলা কলেজ থেকে ইংরেজি সাহিত্য বিষয়ে বি.এ সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৩০ অর্জন করেছেন।
resume_31.txt,Skill,"ডাটা বিশ্লেষণে এক্সেল ও গুগল শিটস ব্যবহার করে দক্ষতা রয়েছে, পাশাপাশি ফেসবুক ইনসাইটস ও ইনস্টাগ্রাম অ্যানালিটিক্সের মাধ্যমে সোশ্যাল মিডিয়া বিশ্লেষণ করতে পারদর্শী। এছাড়া পাওয়ার বিআই (বেসিক) দিয়ে ডেটা ভিজুয়ালাইজেশন করতে সক্ষম। কন্টেন্ট স্ট্র্যাটেজি ও কমিউনিটি ম্যানেজমেন্টে অভিজ্ঞতা রয়েছে।"
resume_32.txt,Objective,প্রার্থী ফুড প্রোডাকশন ও কোয়ালিটি ডেটা বিশ্লেষণের মাধ্যমে প্রোডাক্ট ডেভেলপমেন্ট ও অপারেশনাল দক্ষতা বৃদ্ধি করতে ইচ্ছুক। এই লক্ষ্য অর্জনের মাধ্যমে সংস্থার কার্যকারিতা বৃদ্ধি করতে চান।
resume_32.txt,Experience,"ডাটা বিশ্লেষক হিসেবে ফ্রেশ ফুডস লিমিটেডে ডেটা বিশ্লেষক (কোয়ালিটি অ্যাসুরেন্স) হিসেবে এক্সেল ও এসকিউএল ব্যবহার করে কোয়ালিটি কন্ট্রোল টেস্টের ডেটা সংগ্রহ, বিশ্লেষণ এবং বিশ্লেষণ করেছেন। পূর্বে ফ্রেশ ফুডসে ডেটা বিশ্লেষক হিসেবে এক্সেল,এসকিউএল দিয়ে কোয়ালিটি কন্ট্রোল টেস্ট ডেটা সংগ্রহ ও বিশ্লেষণ করা হয়েছে।"
resume_32.txt,Education,প্রার্থী ২০১৬ থেকে ২০২০ পর্যন্ত বাংলাদেশ কৃষি বিশ্ববিদ্যালয় থেকে ফুড টেকনোলজিতে বি.এসসি. সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৫০ অর্জন করেছেন।
resume_32.txt,Skill,"প্রার্থী এক্সেল ও বেসিক এসকিউএল ব্যবহার করে ডেটা বিশ্লেষণ এবং পাওয়ার বিআই দিয়ে ডেটা ভিজুয়ালাইজেশন করতে পারদর্শী। কোয়ালিটি কন্ট্রোল ডেটা ম্যানেজমেন্ট, ফুড সেফটি স্ট্যান্ডার্ড (HACCP, GMP) এবং ল্যাবরেটরি টেস্টিং দক্ষতা রয়েছে।"
resume_33.txt,Objective,প্রার্থী শিক্ষার্থীদের পারফরম্যান্স ডেটা বিশ্লেষণ করে শিক্ষার মান উন্নত করতে ইচ্ছুক। পাঠ পরিকল্পনা অপটিমাইজেশনে গুরুত্বপূর্ণ ভূমিকা পালন করতে চান।
resume_33.txt,Experience,"ডাটা বিশ্লেষক হিসেবে ব্রাইট ফিউচার কলেজে ডেটা বিশ্লেষক (এডুকেশন টেকনোলজি) হিসেবে এক্সেল ও এসকিউএল ব্যবহার করে শিক্ষার্থীদের পরীক্ষার ফলাফল ও অ্যাসাইনমেন্টের ডেটা সংগ্রহ, বিশ্লেষণ এবং বিশ্লেষণ করেছেন। পূর্বে ব্রাইট ফিউচার কলেজ থেকে ডেটা বিশ্লেষক হিসেবে এক্সেল, SQL ব্যবহার করে শিক্ষার্থীর পরীক্ষার ফলাফল সংগ্রহ, অ্যাসাইনমেন্ট ডেটা সংগ্রহ ও বিশ্লেষণ করা হয়েছে।"
resume_33.txt,Education,প্রার্থী ২০১৬ থেকে ২০১৭ পর্যন্ত ঢাকা বিশ্ববিদ্যালয় থেকে ইংরেজি সাহিত্য বিষয়ে এম.এ সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৬৫ অর্জন করেছেন।
resume_33.txt,Skill,"ডাটা বিশ্লেষণে এক্সেল ও এসকিউএল ব্যবহার করে দক্ষতা রয়েছে, পাশাপাশি পাওয়ার বিআই দিয়ে ডেটা ভিজুয়ালাইজেশন করতে পারদর্শী। শিক্ষার্থী পারফরম্যান্স মূল্যায়ন ও ইভ্যালুয়েশনের মাধ্যমে শিক্ষা সংক্রান্ত ডেটা ব্যবস্থাপনা করা যায়।"
resume_34.txt,Objective,ডাটা ম্যানেজমেন্টের মাধ্যমে রিয়েল এস্টেট মার্কেটের প্রবণতা বিশ্লেষণ ও সম্পত্তির ভ্যালুয়েশন ডেটা পরিচালনা করতে ইচ্ছুক। প্রতিষ্ঠানের ব্যবসায়িক সিদ্ধান্ত গ্রহণে গুরুত্বপূর্ণ ভূমিকা পালন করতে চান।
resume_34.txt,Experience,"ডাটা বিশ্লেষক হিসেবে সিটি প্রপার্টিজ লিমিটেডে ডেটা বিশ্লেষক (রিয়েল এস্টেট) হিসেবে এক্সেল ও গুগল শিটস ব্যবহার করে প্রপার্টি লিস্টিং, বিক্রয় সংক্রান্ত ডেটা সংগ্রহ ও বিশ্লেষণ করেছেন।"
resume_34.txt,Education,প্রার্থী ২০১৪ থেকে ২০১৮ পর্যন্ত জাতীয় বিশ্ববিদ্যালয় থেকে মার্কেটিং-এ বি.বি.এ সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.০০ অর্জন করেছেন।
resume_34.txt,Skill,"ডাটা বিশ্লেষণে এক্সেল ও গুগল শিটস ব্যবহার করে দক্ষতা রয়েছে, পাশাপাশি পাওয়ার বিআই (বেসিক) দিয়ে ডেটা ভিজুয়ালাইজেশন করতে পারদর্শী। তিনি প্রপার্টি মার্কেটের প্রবণতা বিশ্লেষণ এবং সেলস ডেটা ম্যানেজমেন্টে দক্ষ।"
resume_35.txt,Objective,প্রার্থী ডিজিটাল লাইব্রেরি সিস্টেম ও গবেষণা ডেটাবেস থেকে তথ্য সংগ্রহ ও বিশ্লেষণ করতে ইচ্ছুক। প্রতিষ্ঠানের তথ্য ব্যবস্থাপনা ও গবেষণা কার্যক্রমের উন্নয়নে গুরুত্বপূর্ণ ভূমিকা পালন করতে চান।
resume_35.txt,Experience,"ডাটা বিশ্লেষক হিসেবে তিনি ইস্ট ওয়েস্ট ইউনিভার্সিটি থেকে ডেটা বিশ্লেষক হিসেবে এক্সেল ও এসকিউএল ব্যবহার করে লাইব্রেরি ম্যানেজমেন্ট সিস্টেম (Koha) থেকে বই ইস্যু-রিটার্ন, ব্যবহারকারীর ডেটা সংগ্রহ ও বিশ্লেষণ করেছেন। পূর্বে ইস্ট ওয়েস্ট ইউনিভার্সিটিতে ডেটা বিশ্লেষক হিসাবে এক্সেল ও SQL ব্যবহার করে গ্রন্থাগার ম্যানেজমেন্ট সিস্টেমের Khoha থেকে বই প্রকাশ, রিপ্রেজেন্টেশন এবং ব্যবহারকারীর ডেটা সংগ্রহের অভিজ্ঞতা অর্জন করেছেন।"
resume_35.txt,Education,প্রার্থী ২০১৮ থেকে ২০২০ পর্যন্ত ঢাকা বিশ্ববিদ্যালয় থেকে লাইব্রেরি অ্যান্ড ইনফরমেশন সায়েন্সে এম.এ সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৬০ অর্জন করেছেন।
resume_35.txt,Skill,"ডাটা বিশ্লেষণে এক্সেল ও বেসিক এসকিউএল ব্যবহার করে দক্ষতা রয়েছে, পাশাপাশি পাওয়ার বিআই (বেসিক) দিয়ে ডেটা ভিজুয়ালাইজেশন করতে পারদর্শী। তিনি Khoha লাইব্রেরি ম্যানেজমেন্ট সিস্টেম (Koha) থেকে ডেটা সংগ্রহ ও ব্যবস্থাপনা এবং ইনফরমেশন রিট্রিয়ভ্যাল) পরিচালনা করেন।"
resume_36.txt,Objective,ডাটা-ড্রিভেন প্রতিষ্ঠানে ডাটা সায়েন্টিস্ট হিসেবে কাজ করে মেশিন লার্নিং মডেল তৈরি এবং প্রেডিক্টিভ অ্যানালিটিক্সের মাধ্যমে ব্যবসায়িক সমস্যার সমাধান করতে ইচ্ছুক।
resume_36.txt,Experience,"প্রার্থী জুনিয়র ডাটা সায়েন্টিস্ট হিসেবে ডেটা ল্যাবস বাংলাদেশ থেকে Python (Pandas, Scikit-learn) ব্যবহার করে ডেটা ক্লিনিং, ফিচার ইঞ্জিনিয়ারিং এবং মডেল ট্রেনিং সম্পন্ন করেছেন। পূর্বে ডাটা ল্যাবস বাংলাদেশে জুনিয়র ডাটা ইঞ্জিনিয়ার হিসেবে পাইথন (প্যান্ডাস, স্কিকিট-লের্ন) দিয়ে ডাটা ক্লিনিং ও ফিচার ইঞ্জিনিয়ারিংয়ের অভিজ্ঞতা অর্জন করেছেন।"
resume_36.txt,Education,প্রার্থী ২০১৯ থেকে ২০২১ পর্যন্ত বাংলাদেশ ইউনিভার্সিটি অফ প্রফেশনালস থেকে ডেটা সায়েন্সে এম.এসসি. সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৮০ অর্জন করেছেন।
resume_36.txt,Skill,"প্রার্থী Python, R ও SQL প্রোগ্রামিং ভাষায় পারদর্শী এবং Pandas, NumPy, Scikit-learn, TensorFlow সহ মেশিন লার্নিং অ্যালগরিদম ব্যবহার করে ডেটা ভিজুয়ালাইজেশন করতে পারদর্শী। তিনি Matplotlib, Seaborn এবং Power BI ব্যবহার করে ডাটা ভিজুয়ালাইজ করতে সক্ষম।"
resume_37.txt,Objective,"প্রার্থী আই হাসপাতাল বা অপ্টিক্যাল সেন্টারে অপথোমেট্রিস্ট হিসেবে কাজ করে চোখের রোগ নির্ণয়, ভিশন থেরাপি এবং চশমা বা কন্টাক্ট লেন্সের পরামর্শ দিয়ে রোগীদের সেবা প্রদান করতে ইচ্ছুক।"
resume_37.txt,Experience,"প্রার্থী ভিশন কেয়ার সেন্টারে রেজিস্ট্রার্ড অপথোমেট্রিস্ট হিসেবে কাজ করছেন, যেখানে তিনি রিফ্র্যাকশন, টোনোমেট্রি এবং স্লিট ল্যাম্প এক্সামে চোখের সম্পূর্ণ পরীক্ষা করেছেন।"
resume_37.txt,Education,প্রার্থী ২০১৬ থেকে ২০২০ পর্যন্ত চট্টগ্রাম মেডিকেল বিশ্ববিদ্যালয় থেকে অপথোমেট্রিতে বি.এসসি. সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৭০ অর্জন করেছেন।
resume_37.txt,Skill,"প্রার্থী চোখের রোগ নির্ণয়, অপথোমেট্রিক ইকুইপমেন্ট অপারেশন এবং ভিশন থেরাপি পরিচালনা করতে পারদর্শী। এছাড়া রোগীর সঙ্গে যোগাযোগ করার জন্য ভিশন থেরাপি ব্যবহার করা যায়।"
resume_38.txt,Objective,"প্রার্থী স্কেলেবল ডেটা পাইপলাইন নির্মাণ, ইটিএল প্রসেস অটোমেশন এবং ডেটা ইনফ্রাস্ট্রাকচার পরিচালনার মাধ্যমে প্রতিষ্ঠানের ডেটাচালিত সিদ্ধান্ত গ্রহণে গুরুত্বপূর্ণ ভূমিকা পালন করতে ইচ্ছুক।"
resume_38.txt,Experience,ডাটা ইঞ্জিনিয়ার হিসেবে ক্লাউডটেক সলিউশনসে ডেটা ইঞ্জিনিয়ার হিসেবে অ্যাপাচি এয়ারফ্লো ব্যবহার করে ইটিএল পাইপলাইন ডিজাইন ও অটোমেশন করেছেন।
resume_38.txt,Education,প্রার্থী আমেরিকান ইন্টারন্যাশনাল ইউনিভার্সিটিবাংলাদেশ থেকে ২০১৪ থেকে ২০১৮ পর্যন্ত কম্পিউটার সায়েন্স ও ইঞ্জিনিয়ারিং-এ বি.এসসি. সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৪০ অর্জন করেছেন।
resume_38.txt,Skill,"প্রার্থী অ্যাপাচি এয়ারফ্লো ব্যবহার করে ইটিএল অর্কেস্ট্রেশন, পাইথন (প্যান্ডাস), এসকিউএল এবং বাশ প্রোগ্রামিং ভাষায় পারদর্শী। তিনি AWS (S3, Redshift, Glue, Lambda) এবং Microsoft Azure (বেসিক) ব্যবহার করে ডেটাবেজ পরিচালনা করতে সক্ষম। PostgreSQL ও MySQl ডেটাবেজের ডেটাবেজে পোস্টগ্রেসকিউএল ও My SQL ডাটাবেজ তৈরি করতে পারদর্শী।"
resume_39.txt,Objective,"প্রার্থী জটিল আর্থিক ডেটা বিশ্লেষণ ও রিপোর্টিংয়ের মাধ্যমে প্রতিষ্ঠানের বাজেটিং, ফোরকাস্টিং ও কৌশলগত সিদ্ধান্ত গ্রহণে গুরুত্বপূর্ণ ভূমিকা রাখতে চান।"
resume_39.txt,Experience,"ডাটা বিশ্লেষক হিসেবে মেট্রো ম্যানুফ্যাকচারিং লিমিটেডে ফাইন্যান্সিয়াল ডেটা বিশ্লেষক হিসেবে এসকিউএল ও এক্সেল ব্যবহার করে আর্থিক বিবরণী, বাজেট ও ফোরকাস্টের ডেটা সংগ্রহ ও বিশ্লেষণ করেছেন।"
resume_39.txt,Education,প্রার্থী সিএ (চার্টার্ড অ্যাকাউন্ট্যান্ট) হিসেবে ইনস্টিটিউট অফ চার্টার্ড অ্যাকাউন্ট্যান্টস অফ বাংলাদেশ (ICAB) থেকে ২০১৮ সালে পেশাদার সার্টিফিকেট ইন ডেটা অ্যানালিটিক্সে পেশাদার সার্টিফিকেট অর্জন করেছেন।
resume_39.txt,Skill,"ডাটা বিশ্লেষণে এক্সেল (পাওয়ার কোয়েরি, পিভট টেবিল) এবং এসকিউএল ব্যবহার করে ডেটা বিশ্লেষণ করতে পারদর্শী। পাওয়ার বিআই দিয়ে ফাইন্যান্সিয়াল রিপোর্টিং ও বিশ্লেষণ, বাজেটিং ও ফোরকাস্টিং পরিচালনা করা যায়।"
resume_4.txt,Objective,প্রার্থী মেশিন লার্নিং মডেল ও প্রেডিকটিভ অ্যানালিটিক্স ব্যবহার করে জটিল ব্যবসায়িক চ্যালেঞ্জ সমাধান করতে ইচ্ছুক। ডেটাচালিত সিদ্ধান্ত গ্রহণ প্রক্রিয়ায় গুরুত্বপূর্ণ ভূমিকা পালন করে প্রতিষ্ঠানের সাফল্যে অবদান রাখতে চান।
resume_4.txt,Experience,"ডিজিটাল ইনোভেশন ল্যাবে ডেটা সায়েন্টিস্ট হিসেবে পাইথন ও স্কিকিট-লার্ন ব্যবহার করে কাস্টমার চার্ন প্রেডিকশন মডেল তৈরি করেছেন, যা চার্ন রেট ১৫% কমাতে সহায়তা করেছে।"
resume_4.txt,Education,প্রার্থী ২০১৯ থেকে ২০২১ পর্যন্ত ইউনিভার্সিটি অফ লিবারেল আর্টস বাংলাদেশ থেকে ডেটা সায়েন্সে এম.এসসি সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৪০ অর্জন করেছেন।
resume_4.txt,Skill,"ডাটা প্রোগ্রামিং ভাষায় পাইথন, আর ও এসকিউএল ব্যবহার করে মেশিন লার্নিং করতে পারদর্শী। স্কিকিট-লার্ন, টেনসরফ্লো, কেরাস, পাইটর্চ এবং সিবোর্ন দিয়ে ডেটা ভিজুয়ালাইজেশন করা যায়।"
resume_40.txt,Objective,প্রার্থী প্রাণীর রোগ সংক্রান্ত ডেটা ও চিকিৎসা ইতিহাস বিশ্লেষণ করে রোগ প্রতিরোধ ও স্বাস্থ্য ব্যবস্থাপনা উন্নয়নে গুরুত্বপূর্ণ ভূমিকা রাখতে চান।
resume_40.txt,Experience,"ডাটা বিশ্লেষক হিসেবে পেট কেয়ার অ্যানিমাল হসপিটালে ভেটেরিনারি ডেটা বিশ্লেষক হিসেবে এক্সেল ও এসকিউএল ব্যবহার করে রোগীর ইলেকট্রনিক মেডিকেল রেকর্ড (EMR) থেকে ডেটা সংগ্রহ, বিশ্লেষণ এবং বিশ্লেষণ করেছেন।"
resume_40.txt,Education,ডেটা ম্যানেজমেন্টে ডক্টর অফ ভেটেরিনারি মেডিসিন (DVM) ডিগ্রি বাংলাদেশ কৃষি বিশ্ববিদ্যালয় থেকে ২০১৪ থেকে ২০১৯ পর্যন্ত সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৬০ অর্জন করেছেন।
resume_40.txt,Skill,"ডাটা বিশ্লেষণে এক্সেল ও বেসিক এসকিউএল ব্যবহার করে দক্ষতা রয়েছে, পাশাপাশি পাওয়ার বিআই দিয়ে ডেটা ভিজুয়ালাইজেশন করতে সক্ষম। ইলেকট্রনিক মেডিকেল রেকর্ড (EMR) পরিচালনা এবং রোগ নির্ণয় ও চিকিৎসা সংক্রান্ত ডেটা ট্র্যাকিং করতে পারদর্শী।"
resume_41.txt,Objective,প্রার্থী উৎপাদন ডেটা ও অপারেশনাল মেট্রিক্স বিশ্লেষণের মাধ্যমে উৎপাদন প্রক্রিয়ার দক্ষতা বৃদ্ধি করতে ইচ্ছুক। সিদ্ধান্ত গ্রহণে গুরুত্বপূর্ণ ভূমিকা পালন করে প্রতিষ্ঠানের সাফল্যে অবদান রাখতে চান।
resume_41.txt,Experience,"ডাটা বিশ্লেষক (অপারেশন) হিসেবে প্রিমিয়ার গার্মেন্টস লিমিটেডে ডেটা বিশ্লেষক হিসেবে এক্সেল ও মিনিট্যাব ব্যবহার করে প্রোডাকশন লাইনের ওয়ার্কফ্লো ডেটা সংগ্রহ, বিশ্লেষণ এবং বিশ্লেষণাত্মক কাজ সম্পন্ন করেছেন।"
resume_41.txt,Education,প্রার্থী ২০১৫ থেকে ২০১৯ পর্যন্ত বাংলাদেশ ইউনিভার্সিটি অফ টেক্সটাইল থেকে ইন্ডাস্ট্রিয়াল অ্যান্ড প্রডাকশন ইঞ্জিনিয়ারিং-এ বি.এসসি. সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৫২ অর্জন করেছেন।
resume_41.txt,Skill,"ডাটা বিশ্লেষণে এক্সেল ও মিনিট্যাব ব্যবহার করে দক্ষতা রয়েছে, পাশাপাশি পাওয়ার বিআই দিয়ে ডেটা ভিজুয়ালাইজেশন করতে পারদর্শী। প্রসেস অপ্টিমাইজেশন এবং কোয়ালিটি ম্যানেজমেন্ট সিস্টেমস (ISO 9001) পরিচালনা করতে সক্ষম।"
resume_42.txt,Objective,প্রার্থী নেটওয়ার্ক পারফরম্যান্স ডেটা বিশ্লেষণ ও অপটিমাইজেশনের মাধ্যমে প্রতিষ্ঠানের সার্ভিস কোয়ালিটি উন্নত করতে ইচ্ছুক। এই লক্ষ্য অর্জনের মাধ্যমে প্রতিষ্ঠানের সেবা মান উন্নয়নে গুরুত্বপূর্ণ ভূমিকা রাখতে চান।
resume_42.txt,Experience,"ডাটা বিশ্লেষক হিসেবে বাংলাদেশ টেলিকম লিমিটেডে ডেটা বিশ্লেষক (নেটওয়ার্ক অপারেশন) হিসেবে এক্সেল ও এসকিউএল ব্যবহার করে বেস স্টেশন (BTS) এবং ফাইবার অপটিক নেটওয়ার্কের পারফরম্যান্স ডেটা সংগ্রহ, বিশ্লেষণ এবং বিশ্লেষণ করেছেন।"
resume_42.txt,Education,প্রার্থী ২০১৪ থেকে ২০১৮ পর্যন্ত রাজশাহী প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয় থেকে ইলেক্ট্রনিক ও টেলিকমিউনিকেশন ইঞ্জিনিয়ারিং-এ বি.এসসি. সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৩০ অর্জন করেছেন।
resume_42.txt,Skill,"ডাটা বিশ্লেষণে এক্সেল ও বেসিক এসকিউএল ব্যবহার করে দক্ষতা রয়েছে, পাশাপাশি পাওয়ার বিআই দিয়ে ডেটা ভিজুয়ালাইজেশন করতে পারদর্শী। নেটওয়ার্ক পারফরম্যান্স বিশ্লেষণ এবং ফাইবার অপটিক্স সম্পর্কে জ্ঞান রয়েছে।"
resume_43.txt,Objective,প্রার্থী স্বাস্থ্য খাতের নীতি ও কার্যক্রমের অর্থনৈতিক প্রভাব মূল্যায়ন করতে ইচ্ছুক। ডেটা-চালিত বিশ্লেষণের মাধ্যমে সিদ্ধান্ত গ্রহণ প্রক্রিয়ায় গুরুত্বপূর্ণ ভূমিকা পালন করতে চান।
resume_43.txt,Experience,"ডাটা বিশ্লেষক হিসেবে হেলথ পলিসি প্ল্যানিং ইউনিটে ডেটা বিশ্লেষক হিসেবে এসটিএটিএ ও আর ব্যবহার করে স্বাস্থ্য কার্যক্রমের cost-effectiveness বিশ্লেষণ এবং costbenefit বিশ্লেষণ (CBA) পরিচালনা করেছেন। পূর্বে জুলাই ২০২০ থেকে বর্তমান পর্যন্ত হেলথ পলিসি প্ল্যান ইউনিটে STATA A ও R ব্যবহার করে স্বাস্থ্যসেবা কার্যক্রমের খরচ-উন্নততা বিশ্লেষণ, Costeffectivity বিশ্লেষণ এবং ব্যয়-বেনিফিট বিশ্লেষণ পরিচালনা করেছি।"
resume_43.txt,Education,প্রার্থী ২০১৯ থেকে ২০২১ পর্যন্ত লন্ডন স্কুল অফ হাইজিন অ্যান্ড ট্রপিক্যাল মেডিসিন (দূরশিক্ষণ) থেকে হেলথ ইকোনমিক্সে এম.এসসি. সম্পন্ন করেছেন। তিনি স্যার সলিমুল্লাহ মেডিকেল কলেজ থেকে এমবিবিএস ডিগ্রি অর্জন করেছেন।
